Description,Extension,Category,MIME type
Maxthon Skin File,.mxskin,Settings Files,Unknown
TechSmith Camtasia Project,.tscproj,Settings Files,Unknown
Windows Journal File,.jnt,Data Files,Unknown
ConceptDraw DIAGRAM SlideShow,.cdsz,Misc Files,Unknown
Inventor Design View,.idv,CAD Files,Unknown
Greenfoot Archive,.gfar,Developer Files,Unknown
PyFileEncrypt Encrypted File,.pyenc,Encoded Files,Unknown
Family Tree Maker File,.ftw,Data Files,Unknown
Nikon Photo Index File,.njb,Misc Files,Unknown
Embedded SQL File,.eql,Developer Files,Unknown
Sub Station Alpha Subtitle File,.ssa,Video,Unknown
LabVIEW VI Library Backup File,.llx,Backup Files,Unknown
Squeak Virtual Image,.image,Disk Images,Unknown
WinHKI Archive,.hki,Compressed,Unknown
Barna Word Processor Document,.bna,Text,Unknown
MindGenius 2-3 Template,.mgmt,Vector Images,Unknown
Wolfram Language Package,.wl,Misc Files,Unknown
Akeeba Multi-part Backup Archive,.j01,Backup Files,Unknown
Live Interior 3D Compressed Document,.lizd,CAD Files,Unknown
WebEx Media File,.ucf,Web Files,Unknown
Leapfrog Viewer Scene,.lfview,CAD Files,Unknown
Animate JSFL Script File,.jsfl,Developer Files,Unknown
HTML Document Template,.oth,Documents,application/vnd.oasis.opendocument.text-web
Outlook 2000 Nickname File,.nick,Misc Files,Unknown
Microsoft Office SmartArt Styles File,.gqsx,Settings Files,Unknown
Silkroad Online Game Data File,.pk2,System Files,Unknown
Microsoft Access Database Template,.accdt,Database Files,Unknown
Write! Document,.wtt,Text,Unknown
Live Interior 3D Document,.li3d,CAD Files,Unknown
id Tech 4 Model Animation File,.md5anim,3D Images,Unknown
Localized PDF File,.lpdf,Page Layouts,Unknown
TI Bitmap Image,.86i,Images,Unknown
ZSNES Movie #2 File,.zm2,Video,Unknown
RPG Maker Map File,.lmu,Game Files,Unknown
Access Project Extension,.ade,Database Files,Unknown
Mavica Image,0.411,Images,Unknown
Extensible Hypertext Markup Language File,.xhtml,Web Files,application/xhtml+xml
Windows Directory Query File,.qds,Misc Files,Unknown
Forth Language File,.forth,Developer Files,Unknown
Microsoft PowerPoint Add-in,.ppa,Plugin Files,application/vnd.ms-powerpoint
Synapse 3 Chroma Configuration,.chromaeffects,Settings Files,Unknown
Google Sites Shortcut,.gsite,Text,Unknown
iTunes Cover Flow Data File,.itc,Misc Files,Unknown
Advanced Installer Updates Configuration File,.aiu,Settings Files,Unknown
